Year,State,Area,FClass,VMT
1986,North Dakota,Urban,Minor Arterial,365000000
1986,North Dakota,Urban,Major Collector,188000000
1986,North Dakota,Urban,Local,258000000
1986,Ohio,Rural,Interstate,7108000000
1986,Ohio,Rural,Other Principal Arterial,4095000000
1986,Ohio,Rural,Minor Arterial,5047000000
1986,Ohio,Rural,Major Collector,8119000000
1986,Ohio,Rural,Minor Collector,2198000000
1986,Ohio,Rural,Local,6934000000
1986,Ohio,Urban,Interstate,12342000000
1986,Ohio,Urban,Other Freeways and Expressways,2774000000
1986,Ohio,Urban,Other Principal Arterial,8825000000
1986,Ohio,Urban,Minor Arterial,6144000000
1986,Ohio,Urban,Major Collector,3420000000
1986,Ohio,Urban,Local,10247000000
1986,Oklahoma,Rural,Interstate,3323000000
1986,Oklahoma,Rural,Other Principal Arterial,2771000000
1986,Oklahoma,Rural,Minor Arterial,3000000000
1986,Oklahoma,Rural,Major Collector,4837000000
1986,Oklahoma,Rural,Minor Collector,145000000
1986,Oklahoma,Rural,Local,1756000000
1986,Oklahoma,Urban,Interstate,2720000000
1986,Oklahoma,Urban,Other Freeways and Expressways,1589000000
1986,Oklahoma,Urban,Other Principal Arterial,3048000000
1986,Oklahoma,Urban,Minor Arterial,3671000000
1986,Oklahoma,Urban,Major Collector,948000000
1986,Oklahoma,Urban,Local,3025000000
1986,Oregon,Rural,Interstate,2879000000
1986,Oregon,Rural,Other Principal Arterial,3353000000
1986,Oregon,Rural,Minor Arterial,1744000000
1986,Oregon,Rural,Major Collector,2297000000
1986,Oregon,Rural,Minor Collector,707000000
1986,Oregon,Rural,Local,1437000000
1986,Oregon,Urban,Interstate,2252000000
1986,Oregon,Urban,Other Freeways and Expressways,782000000
1986,Oregon,Urban,Other Principal Arterial,2985000000
1986,Oregon,Urban,Minor Arterial,2138000000
1986,Oregon,Urban,Major Collector,1182000000
1986,Oregon,Urban,Local,985000000
1986,Pennsylvania,Rural,Interstate,6956000000
1986,Pennsylvania,Rural,Other Principal Arterial,6316000000
1986,Pennsylvania,Rural,Minor Arterial,8216000000
1986,Pennsylvania,Rural,Major Collector,5463000000
1986,Pennsylvania,Rural,Minor Collector,2437000000
1986,Pennsylvania,Rural,Local,5421000000
1986,Pennsylvania,Urban,Interstate,5739000000
1986,Pennsylvania,Urban,Other Freeways and Expressways,3035000000
1986,Pennsylvania,Urban,Other Principal Arterial,16792000000
1986,Pennsylvania,Urban,Minor Arterial,7569000000
1986,Pennsylvania,Urban,Major Collector,4293000000
1986,Pennsylvania,Urban,Local,5399000000
1986,Rhode Island,Rural,Interstate,153000000
1986,Rhode Island,Rural,Other Principal Arterial,179000000
1986,Rhode Island,Rural,Minor Arterial,146000000
1986,Rhode Island,Rural,Major Collector,116000000
1986,Rhode Island,Rural,Minor Collector,51000000
1986,Rhode Island,Rural,Local,300000000
1986,Rhode Island,Urban,Interstate,829000000
1986,Rhode Island,Urban,Other Freeways and Expressways,425000000
1986,Rhode Island,Urban,Other Principal Arterial,1616000000
1986,Rhode Island,Urban,Minor Arterial,346000000
1986,Rhode Island,Urban,Major Collector,249000000
1986,Rhode Island,Urban,Local,1019000000
1986,South Carolina,Rural,Interstate,4289000000
1986,South Carolina,Rural,Other Principal Arterial,3101000000
1986,South Carolina,Rural,Minor Arterial,3996000000
1986,South Carolina,Rural,Major Collector,4047000000
1986,South Carolina,Rural,Minor Collector,607000000
1986,South Carolina,Rural,Local,1856000000
1986,South Carolina,Urban,Interstate,1532000000
1986,South Carolina,Urban,Other Freeways and Expressways,291000000
1986,South Carolina,Urban,Other Principal Arterial,4149000000
1986,South Carolina,Urban,Minor Arterial,2635000000
1986,South Carolina,Urban,Major Collector,1149000000
1986,South Carolina,Urban,Local,598000000
1986,South Dakota,Rural,Interstate,1227000000
1986,South Dakota,Rural,Other Principal Arterial,1349000000
1986,South Dakota,Rural,Minor Arterial,822000000
1986,South Dakota,Rural,Major Collector,793000000
1986,South Dakota,Rural,Minor Collector,137000000
1986,South Dakota,Rural,Local,543000000
1986,South Dakota,Urban,Interstate,170000000
1986,South Dakota,Urban,Other Freeways and Expressways,14000000
1986,South Dakota,Urban,Other Principal Arterial,522000000
1986,South Dakota,Urban,Minor Arterial,289000000
1986,South Dakota,Urban,Major Collector,129000000
1986,South Dakota,Urban,Local,243000000
1986,Tennessee,Rural,Interstate,5441000000
1986,Tennessee,Rural,Other Principal Arterial,2288000000
1986,Tennessee,Rural,Minor Arterial,5390000000
1986,Tennessee,Rural,Major Collector,2708000000
1986,Tennessee,Rural,Minor Collector,1937000000
1986,Tennessee,Rural,Local,1548000000
1986,Tennessee,Urban,Interstate,4243000000
1986,Tennessee,Urban,Other Freeways and Expressways,0
1986,Tennessee,Urban,Other Principal Arterial,7756000000
1986,Tennessee,Urban,Minor Arterial,3166000000
1986,Tennessee,Urban,Major Collector,2032000000
1986,Tennessee,Urban,Local,3012000000
1986,Texas,Rural,Interstate,10673000000
1986,Texas,Rural,Other Principal Arterial,14845000000
1986,Texas,Rural,Minor Arterial,6228000000
1986,Texas,Rural,Major Collector,13755000000
1986,Texas,Rural,Minor Collector,2064000000
1986,Texas,Rural,Local,4311000000
1986,Texas,Urban,Interstate,22419000000
1986,Texas,Urban,Other Freeways and Expressways,11464000000
1986,Texas,Urban,Other Principal Arterial,19608000000
1986,Texas,Urban,Minor Arterial,14646000000
1986,Texas,Urban,Major Collector,6245000000
1986,Texas,Urban,Local,22090000000
1986,Utah,Rural,Interstate,1667000000
1986,Utah,Rural,Other Principal Arterial,852000000
1986,Utah,Rural,Minor Arterial,759000000
1986,Utah,Rural,Major Collector,706000000
1986,Utah,Rural,Minor Collector,212000000
1986,Utah,Rural,Local,498000000
1986,Utah,Urban,Interstate,2025000000
1986,Utah,Urban,Other Freeways and Expressways,121000000
1986,Utah,Urban,Other Principal Arterial,1459000000
1986,Utah,Urban,Minor Arterial,1665000000
1986,Utah,Urban,Major Collector,811000000
1986,Utah,Urban,Local,1471000000
1986,Vermont,Rural,Interstate,852000000
1986,Vermont,Rural,Other Principal Arterial,552000000
1986,Vermont,Rural,Minor Arterial,728000000
1986,Vermont,Rural,Major Collector,975000000
1986,Vermont,Rural,Minor Collector,131000000
1986,Vermont,Rural,Local,423000000
1986,Vermont,Urban,Interstate,118000000
1986,Vermont,Urban,Other Freeways and Expressways,50000000
1986,Vermont,Urban,Other Principal Arterial,360000000
1986,Vermont,Urban,Minor Arterial,238000000
1986,Vermont,Urban,Major Collector,120000000
1986,Vermont,Urban,Local,231000000
1986,Virginia,Rural,Interstate,5313000000
1986,Virginia,Rural,Other Principal Arterial,4545000000
1986,Virginia,Rural,Minor Arterial,5153000000
1986,Virginia,Rural,Major Collector,5739000000
1986,Virginia,Rural,Minor Collector,406000000
1986,Virginia,Rural,Local,2919000000
1986,Virginia,Urban,Interstate,6602000000
1986,Virginia,Urban,Other Freeways and Expressways,1698000000
1986,Virginia,Urban,Other Principal Arterial,6816000000
1986,Virginia,Urban,Minor Arterial,6158000000
1986,Virginia,Urban,Major Collector,1790000000
1986,Virginia,Urban,Local,4587000000
1986,Washington,Rural,Interstate,3052000000
1986,Washington,Rural,Other Principal Arterial,2966000000
1986,Washington,Rural,Minor Arterial,2108000000
1986,Washington,Rural,Major Collector,4407000000
1986,Washington,Rural,Minor Collector,1304000000
1986,Washington,Rural,Local,502000000
1986,Washington,Urban,Interstate,6213000000
1986,Washington,Urban,Other Freeways and Expressways,2169000000
1986,Washington,Urban,Other Principal Arterial,6410000000
1986,Washington,Urban,Minor Arterial,4018000000
1986,Washington,Urban,Major Collector,2086000000
1986,Washington,Urban,Local,758000000
1986,West Virginia,Rural,Interstate,1797000000
1986,West Virginia,Rural,Other Principal Arterial,1239000000
1986,West Virginia,Rural,Minor Arterial,1951000000
1986,West Virginia,Rural,Major Collector,3439000000
1986,West Virginia,Rural,Minor Collector,336000000
1986,West Virginia,Rural,Local,764000000
1986,West Virginia,Urban,Interstate,788000000
1986,West Virginia,Urban,Other Freeways and Expressways,350000000
1986,West Virginia,Urban,Other Principal Arterial,978000000
1986,West Virginia,Urban,Minor Arterial,778000000
1986,West Virginia,Urban,Major Collector,473000000
1986,West Virginia,Urban,Local,288000000
1986,Wisconsin,Rural,Interstate,2728000000
1986,Wisconsin,Rural,Other Principal Arterial,6271000000
1986,Wisconsin,Rural,Minor Arterial,4349000000
1986,Wisconsin,Rural,Major Collector,3579000000
1986,Wisconsin,Rural,Minor Collector,780000000
1986,Wisconsin,Rural,Local,2223000000
1986,Wisconsin,Urban,Interstate,2018000000
1986,Wisconsin,Urban,Other Freeways and Expressways,1641000000
1986,Wisconsin,Urban,Other Principal Arterial,4604000000
1986,Wisconsin,Urban,Minor Arterial,4610000000
1986,Wisconsin,Urban,Major Collector,1148000000
1986,Wisconsin,Urban,Local,4477000000
1986,Wyoming,Rural,Interstate,1430000000
1986,Wyoming,Rural,Other Principal Arterial,648000000
1986,Wyoming,Rural,Minor Arterial,898000000
1986,Wyoming,Rural,Major Collector,449000000
1986,Wyoming,Rural,Minor Collector,376000000
1986,Wyoming,Rural,Local,250000000
1986,Wyoming,Urban,Interstate,145000000
1986,Wyoming,Urban,Other Freeways and Expressways,11000000
1986,Wyoming,Urban,Other Principal Arterial,550000000
1986,Wyoming,Urban,Minor Arterial,258000000
1986,Wyoming,Urban,Major Collector,208000000
1986,Wyoming,Urban,Local,150000000
1986,Puerto Rico,Rural,Interstate,702000000
1986,Puerto Rico,Rural,Other Principal Arterial,350000000
1986,Puerto Rico,Rural,Minor Arterial,466000000
1986,Puerto Rico,Rural,Major Collector,925000000
1986,Puerto Rico,Rural,Minor Collector,386000000
1986,Puerto Rico,Rural,Local,482000000
1986,Puerto Rico,Urban,Interstate,2099000000
1986,Puerto Rico,Urban,Other Freeways and Expressways,647000000
1986,Puerto Rico,Urban,Other Principal Arterial,1799000000
1986,Puerto Rico,Urban,Minor Arterial,1401000000
1986,Puerto Rico,Urban,Major Collector,1060000000
1986,Puerto Rico,Urban,Local,648000000
1985,Alabama,Rural,Interstate,3069000000
1985,Alabama,Rural,Other Principal Arterial,3478000000
1985,Alabama,Rural,Minor Arterial,3066000000
1985,Alabama,Rural,Major Collector,3876000000
1985,Alabama,Rural,Minor Collector,1029000000
1985,Alabama,Rural,Local,2935000000
1985,Alabama,Urban,Interstate,2693000000
1985,Alabama,Urban,Other Freeways and Expressways,0
1985,Alabama,Urban,Other Principal Arterial,5814000000
1985,Alabama,Urban,Minor Arterial,4160000000
1985,Alabama,Urban,Major Collector,1914000000
1985,Alabama,Urban,Local,3057000000
1985,Alaska,Rural,Interstate,704000000
1985,Alaska,Rural,Other Principal Arterial,9000000
1985,Alaska,Rural,Minor Arterial,437000000
1985,Alaska,Rural,Major Collector,480000000
1985,Alaska,Rural,Minor Collector,145000000
1985,Alaska,Rural,Local,404000000
1985,Alaska,Urban,Interstate,442000000
1985,Alaska,Urban,Other Freeways and Expressways,68000000
1985,Alaska,Urban,Other Principal Arterial,350000000
1985,Alaska,Urban,Minor Arterial,274000000
1985,Alaska,Urban,Major Collector,251000000
1985,Alaska,Urban,Local,446000000
1985,Arizona,Rural,Interstate,4058000000
1985,Arizona,Rural,Other Principal Arterial,1479000000
1985,Arizona,Rural,Minor Arterial,1818000000
1985,Arizona,Rural,Major Collector,1886000000
1985,Arizona,Rural,Minor Collector,330000000
1985,Arizona,Rural,Local,1613000000
1985,Arizona,Urban,Interstate,1763000000
1985,Arizona,Urban,Other Freeways and Expressways,328000000
1985,Arizona,Urban,Other Principal Arterial,2453000000
1985,Arizona,Urban,Minor Arterial,3073000000
1985,Arizona,Urban,Major Collector,1473000000
1985,Arizona,Urban,Local,1306000000
1985,Arkansas,Rural,Interstate,2101000000
1985,Arkansas,Rural,Other Principal Arterial,2584000000
1985,Arkansas,Rural,Minor Arterial,2304000000
1985,Arkansas,Rural,Major Collector,2688000000
1985,Arkansas,Rural,Minor Collector,373000000
1985,Arkansas,Rural,Local,1050000000
1985,Arkansas,Urban,Interstate,1279000000
1985,Arkansas,Urban,Other Freeways and Expressways,396000000
1985,Arkansas,Urban,Other Principal Arterial,2058000000
1985,Arkansas,Urban,Minor Arterial,1219000000
1985,Arkansas,Urban,Major Collector,453000000
1985,Arkansas,Urban,Local,607000000
1985,California,Rural,Interstate,9898000000
1985,California,Rural,Other Principal Arterial,11285000000
1985,California,Rural,Minor Arterial,7746000000
1985,California,Rural,Major Collector,8010000000
1985,California,Rural,Minor Collector,2525000000
1985,California,Rural,Local,6719000000
1985,California,Urban,Interstate,39382000000
1985,California,Urban,Other Freeways and Expressways,28832000000
1985,California,Urban,Other Principal Arterial,38649000000
1985,California,Urban,Minor Arterial,22995000000
1985,California,Urban,Major Collector,8679000000
1985,California,Urban,Local,22880000000
1985,Colorado,Rural,Interstate,2788000000
1985,Colorado,Rural,Other Principal Arterial,2307000000
1985,Colorado,Rural,Minor Arterial,1498000000
1985,Colorado,Rural,Major Collector,2012000000
1985,Colorado,Rural,Minor Collector,725000000
1985,Colorado,Rural,Local,769000000
1985,Colorado,Urban,Interstate,3169000000
1985,Colorado,Urban,Other Freeways and Expressways,1423000000
1985,Colorado,Urban,Other Principal Arterial,5253000000
1985,Colorado,Urban,Minor Arterial,2139000000
1985,Colorado,Urban,Major Collector,972000000
1985,Colorado,Urban,Local,3091000000
1985,Connecticut,Rural,Interstate,1167000000
1985,Connecticut,Rural,Other Principal Arterial,946000000
1985,Connecticut,Rural,Minor Arterial,958000000
1985,Connecticut,Rural,Major Collector,1208000000
1985,Connecticut,Rural,Minor Collector,403000000
1985,Connecticut,Rural,Local,737000000
1985,Connecticut,Urban,Interstate,5556000000
1985,Connecticut,Urban,Other Freeways and Expressways,1982000000
1985,Connecticut,Urban,Other Principal Arterial,3453000000
1985,Connecticut,Urban,Minor Arterial,2279000000
1985,Connecticut,Urban,Major Collector,1622000000
1985,Connecticut,Urban,Local,2079000000
1985,Delaware,Rural,Interstate,0
1985,Delaware,Rural,Other Principal Arterial,926000000
1985,Delaware,Rural,Minor Arterial,521000000
1985,Delaware,Rural,Major Collector,517000000
1985,Delaware,Rural,Minor Collector,53000000
1985,Delaware,Rural,Local,415000000
1985,Delaware,Urban,Interstate,782000000
1985,Delaware,Urban,Other Freeways and Expressways,0
1985,Delaware,Urban,Other Principal Arterial,1068000000
1985,Delaware,Urban,Minor Arterial,383000000
1985,Delaware,Urban,Major Collector,292000000
1985,Delaware,Urban,Local,408000000
1985,District of Columbia,Rural,Interstate,0
1985,District of Columbia,Rural,Other Principal Arterial,0
1985,District of Columbia,Rural,Minor Arterial,0
1985,District of Columbia,Rural,Major Collector,0
1985,District of Columbia,Rural,Minor Collector,0
1985,District of Columbia,Rural,Local,0
1985,District of Columbia,Urban,Interstate,381000000
1985,District of Columbia,Urban,Other Freeways and Expressways,401000000
1985,District of Columbia,Urban,Other Principal Arterial,1049000000
1985,District of Columbia,Urban,Minor Arterial,756000000
1985,District of Columbia,Urban,Major Collector,342000000
1985,District of Columbia,Urban,Local,294000000
1985,Florida,Rural,Interstate,6752000000
1985,Florida,Rural,Other Principal Arterial,8800000000
1985,Florida,Rural,Minor Arterial,5752000000
1985,Florida,Rural,Major Collector,2756000000
1985,Florida,Rural,Minor Collector,1390000000
1985,Florida,Rural,Local,3188000000
1985,Florida,Urban,Interstate,8156000000
1985,Florida,Urban,Other Freeways and Expressways,3174000000
1985,Florida,Urban,Other Principal Arterial,15491000000
1985,Florida,Urban,Minor Arterial,12453000000
1985,Florida,Urban,Major Collector,7881000000
1985,Florida,Urban,Local,12263000000
1985,Georgia,Rural,Interstate,7328000000
1985,Georgia,Rural,Other Principal Arterial,4331000000
1985,Georgia,Rural,Minor Arterial,5617000000
1985,Georgia,Rural,Major Collector,5280000000
1985,Georgia,Rural,Minor Collector,612000000
1985,Georgia,Rural,Local,2327000000
1985,Georgia,Urban,Interstate,7792000000
1985,Georgia,Urban,Other Freeways and Expressways,1249000000
1985,Georgia,Urban,Other Principal Arterial,6982000000
1985,Georgia,Urban,Minor Arterial,5867000000
1985,Georgia,Urban,Major Collector,2023000000
1985,Georgia,Urban,Local,4305000000
1985,Hawaii,Rural,Interstate,69000000
1985,Hawaii,Rural,Other Principal Arterial,78000000
1985,Hawaii,Rural,Minor Arterial,848000000
1985,Hawaii,Rural,Major Collector,445000000
1985,Hawaii,Rural,Minor Collector,107000000
1985,Hawaii,Rural,Local,723000000
1985,Hawaii,Urban,Interstate,877000000
1985,Hawaii,Urban,Other Freeways and Expressways,818000000
1985,Hawaii,Urban,Other Principal Arterial,727000000
1985,Hawaii,Urban,Minor Arterial,631000000
1985,Hawaii,Urban,Major Collector,436000000
1985,Hawaii,Urban,Local,1003000000
1985,Idaho,Rural,Interstate,1183000000
1985,Idaho,Rural,Other Principal Arterial,1267000000
1985,Idaho,Rural,Minor Arterial,469000000
1985,Idaho,Rural,Major Collector,1229000000
1985,Idaho,Rural,Minor Collector,247000000
1985,Idaho,Rural,Local,1021000000
1985,Idaho,Urban,Interstate,393000000
1985,Idaho,Urban,Other Freeways and Expressways,0
1985,Idaho,Urban,Other Principal Arterial,742000000
1985,Idaho,Urban,Minor Arterial,705000000
1985,Idaho,Urban,Major Collector,330000000
1985,Idaho,Urban,Local,124000000
1985,Illinois,Rural,Interstate,5538000000
1985,Illinois,Rural,Other Principal Arterial,627000000
1985,Illinois,Rural,Minor Arterial,7765000000
1985,Illinois,Rural,Major Collector,4626000000
1985,Illinois,Rural,Minor Collector,438000000
1985,Illinois,Rural,Local,3288000000
1985,Illinois,Urban,Interstate,10102000000
1985,Illinois,Urban,Other Freeways and Expressways,937000000
1985,Illinois,Urban,Other Principal Arterial,11753000000
1985,Illinois,Urban,Minor Arterial,12749000000
1985,Illinois,Urban,Major Collector,6263000000
1985,Illinois,Urban,Local,6758000000
1985,Indiana,Rural,Interstate,4462000000
1985,Indiana,Rural,Other Principal Arterial,2877000000
1985,Indiana,Rural,Minor Arterial,3307000000
1985,Indiana,Rural,Major Collector,6770000000
1985,Indiana,Rural,Minor Collector,1706000000
1985,Indiana,Rural,Local,1836000000
1985,Indiana,Urban,Interstate,3801000000
1985,Indiana,Urban,Other Freeways and Expressways,665000000
1985,Indiana,Urban,Other Principal Arterial,5958000000
1985,Indiana,Urban,Minor Arterial,4683000000
1985,Indiana,Urban,Major Collector,1416000000
1985,Indiana,Urban,Local,3301000000
1985,Iowa,Rural,Interstate,2515000000
1985,Iowa,Rural,Other Principal Arterial,3186000000
1985,Iowa,Rural,Minor Arterial,2667000000
1985,Iowa,Rural,Major Collector,2279000000
1985,Iowa,Rural,Minor Collector,714000000
1985,Iowa,Rural,Local,1528000000
1985,Iowa,Urban,Interstate,1005000000
1985,Iowa,Urban,Other Freeways and Expressways,0
1985,Iowa,Urban,Other Principal Arterial,2770000000
1985,Iowa,Urban,Minor Arterial,1767000000
1985,Iowa,Urban,Major Collector,671000000
1985,Iowa,Urban,Local,1089000000
1985,Kansas,Rural,Interstate,1834000000
1985,Kansas,Rural,Other Principal Arterial,3342000000
1985,Kansas,Rural,Minor Arterial,1857000000
1985,Kansas,Rural,Major Collector,2304000000
1985,Kansas,Rural,Minor Collector,257000000
1985,Kansas,Rural,Local,1229000000
1985,Kansas,Urban,Interstate,1534000000
1985,Kansas,Urban,Other Freeways and Expressways,553000000
1985,Kansas,Urban,Other Principal Arterial,2320000000
1985,Kansas,Urban,Minor Arterial,1974000000
1985,Kansas,Urban,Major Collector,625000000
1985,Kansas,Urban,Local,1446000000
1985,Kentucky,Rural,Interstate,3880000000
1985,Kentucky,Rural,Other Principal Arterial,2924000000
1985,Kentucky,Rural,Minor Arterial,2080000000
1985,Kentucky,Rural,Major Collector,4285000000
1985,Kentucky,Rural,Minor Collector,1664000000
1985,Kentucky,Rural,Local,1866000000
1985,Kentucky,Urban,Interstate,2517000000
1985,Kentucky,Urban,Other Freeways and Expressways,465000000
1985,Kentucky,Urban,Other Principal Arterial,2688000000
1985,Kentucky,Urban,Minor Arterial,3189000000
1985,Kentucky,Urban,Major Collector,1248000000
1985,Kentucky,Urban,Local,1714000000
1985,Louisiana,Rural,Interstate,4362000000
1985,Louisiana,Rural,Other Principal Arterial,2568000000
1985,Louisiana,Rural,Minor Arterial,2681000000
1985,Louisiana,Rural,Major Collector,5515000000
1985,Louisiana,Rural,Minor Collector,1548000000
1985,Louisiana,Rural,Local,1745000000
1985,Louisiana,Urban,Interstate,3290000000
1985,Louisiana,Urban,Other Freeways and Expressways,663000000
1985,Louisiana,Urban,Other Principal Arterial,5538000000
1985,Louisiana,Urban,Minor Arterial,3313000000
1985,Louisiana,Urban,Major Collector,1246000000
1985,Louisiana,Urban,Local,896000000
1985,Maine,Rural,Interstate,1132000000
1985,Maine,Rural,Other Principal Arterial,1356000000
1985,Maine,Rural,Minor Arterial,1289000000
1985,Maine,Rural,Major Collector,1596000000
1985,Maine,Rural,Minor Collector,557000000
1985,Maine,Rural,Local,796000000
1985,Maine,Urban,Interstate,271000000
1985,Maine,Urban,Other Freeways and Expressways,163000000
1985,Maine,Urban,Other Principal Arterial,940000000
1985,Maine,Urban,Minor Arterial,654000000
1985,Maine,Urban,Major Collector,328000000
1985,Maine,Urban,Local,195000000
1985,Maryland,Rural,Interstate,2031000000
1985,Maryland,Rural,Other Principal Arterial,2609000000
1985,Maryland,Rural,Minor Arterial,2608000000
1985,Maryland,Rural,Major Collector,1885000000
1985,Maryland,Rural,Minor Collector,719000000
1985,Maryland,Rural,Local,1040000000
1985,Maryland,Urban,Interstate,6419000000
1985,Maryland,Urban,Other Freeways and Expressways,2249000000
1985,Maryland,Urban,Other Principal Arterial,6885000000
1985,Maryland,Urban,Minor Arterial,3348000000
1985,Maryland,Urban,Major Collector,1932000000
1985,Maryland,Urban,Local,1612000000
1985,Massachusetts,Rural,Interstate,1667000000
1985,Massachusetts,Rural,Other Principal Arterial,1341000000
1985,Massachusetts,Rural,Minor Arterial,1771000000
1985,Massachusetts,Rural,Major Collector,1592000000
1985,Massachusetts,Rural,Minor Collector,459000000
1985,Massachusetts,Rural,Local,461000000
1985,Massachusetts,Urban,Interstate,8044000000
1985,Massachusetts,Urban,Other Freeways and Expressways,3860000000
1985,Massachusetts,Urban,Other Principal Arterial,9661000000
1985,Massachusetts,Urban,Minor Arterial,5420000000
1985,Massachusetts,Urban,Major Collector,2611000000
1985,Massachusetts,Urban,Local,2809000000
1985,Michigan,Rural,Interstate,4750000000
1985,Michigan,Rural,Other Principal Arterial,5580000000
1985,Michigan,Rural,Minor Arterial,3688000000
1985,Michigan,Rural,Major Collector,8786000000
1985,Michigan,Rural,Minor Collector,1576000000
1985,Michigan,Rural,Local,2337000000
1985,Michigan,Urban,Interstate,8136000000
1985,Michigan,Urban,Other Freeways and Expressways,2553000000
1985,Michigan,Urban,Other Principal Arterial,12375000000
1985,Michigan,Urban,Minor Arterial,8157000000
1985,Michigan,Urban,Major Collector,6004000000
1985,Michigan,Urban,Local,3460000000
1985,Minnesota,Rural,Interstate,1957000000
1985,Minnesota,Rural,Other Principal Arterial,4300000000
1985,Minnesota,Rural,Minor Arterial,2958000000
1985,Minnesota,Rural,Major Collector,3395000000
1985,Minnesota,Rural,Minor Collector,1043000000
1985,Minnesota,Rural,Local,2493000000
1985,Minnesota,Urban,Interstate,3351000000
1985,Minnesota,Urban,Other Freeways and Expressways,1846000000
1985,Minnesota,Urban,Other Principal Arterial,2203000000
1985,Minnesota,Urban,Minor Arterial,4477000000
1985,Minnesota,Urban,Major Collector,2209000000
1985,Minnesota,Urban,Local,2456000000
1985,Mississippi,Rural,Interstate,2150000000
1985,Mississippi,Rural,Other Principal Arterial,2631000000
1985,Mississippi,Rural,Minor Arterial,2871000000
1985,Mississippi,Rural,Major Collector,3129000000
1985,Mississippi,Rural,Minor Collector,269000000
1985,Mississippi,Rural,Local,1304000000
1985,Mississippi,Urban,Interstate,1069000000
1985,Mississippi,Urban,Other Freeways and Expressways,87000000
1985,Mississippi,Urban,Other Principal Arterial,2383000000
1985,Mississippi,Urban,Minor Arterial,1081000000
1985,Mississippi,Urban,Major Collector,671000000
1985,Mississippi,Urban,Local,1522000000
1985,Missouri,Rural,Interstate,4023000000
1985,Missouri,Rural,Other Principal Arterial,3700000000
1985,Missouri,Rural,Minor Arterial,3558000000
1985,Missouri,Rural,Major Collector,4477000000
1985,Missouri,Rural,Minor Collector,319000000
1985,Missouri,Rural,Local,2690000000
1985,Missouri,Urban,Interstate,6120000000
1985,Missouri,Urban,Other Freeways and Expressways,2074000000
1985,Missouri,Urban,Other Principal Arterial,5925000000
1985,Missouri,Urban,Minor Arterial,3885000000
1985,Missouri,Urban,Major Collector,1569000000
1985,Missouri,Urban,Local,944000000
1985,Montana,Rural,Interstate,1452000000
1985,Montana,Rural,Other Principal Arterial,1375000000
1985,Montana,Rural,Minor Arterial,913000000
1985,Montana,Rural,Major Collector,905000000
1985,Montana,Rural,Minor Collector,224000000
1985,Montana,Rural,Local,544000000
1985,Montana,Urban,Interstate,140000000
1985,Montana,Urban,Other Freeways and Expressways,0
1985,Montana,Urban,Other Principal Arterial,626000000
1985,Montana,Urban,Minor Arterial,327000000
1985,Montana,Urban,Major Collector,149000000
1985,Montana,Urban,Local,713000000
1985,Nebraska,Rural,Interstate,1495000000
1985,Nebraska,Rural,Other Principal Arterial,2056000000
1985,Nebraska,Rural,Minor Arterial,1693000000
1985,Nebraska,Rural,Major Collector,1138000000
1985,Nebraska,Rural,Minor Collector,276000000
1985,Nebraska,Rural,Local,1079000000
1985,Nebraska,Urban,Interstate,528000000
1985,Nebraska,Urban,Other Freeways and Expressways,52000000
1985,Nebraska,Urban,Other Principal Arterial,1733000000
1985,Nebraska,Urban,Minor Arterial,1092000000
1985,Nebraska,Urban,Major Collector,409000000
1985,Nebraska,Urban,Local,503000000
1985,Nevada,Rural,Interstate,1169000000
1985,Nevada,Rural,Other Principal Arterial,646000000
1985,Nevada,Rural,Minor Arterial,399000000
1985,Nevada,Rural,Major Collector,761000000
1985,Nevada,Rural,Minor Collector,131000000
1985,Nevada,Rural,Local,264000000
1985,Nevada,Urban,Interstate,544000000
1985,Nevada,Urban,Other Freeways and Expressways,217000000
1985,Nevada,Urban,Other Principal Arterial,1435000000
1985,Nevada,Urban,Minor Arterial,1068000000
1985,Nevada,Urban,Major Collector,529000000
1985,Nevada,Urban,Local,403000000
1985,New Hampshire,Rural,Interstate,971000000
1985,New Hampshire,Rural,Other Principal Arterial,795000000
1985,New Hampshire,Rural,Minor Arterial,1173000000
1985,New Hampshire,Rural,Major Collector,867000000
1985,New Hampshire,Rural,Minor Collector,325000000
1985,New Hampshire,Rural,Local,460000000
1985,New Hampshire,Urban,Interstate,492000000
1985,New Hampshire,Urban,Other Freeways and Expressways,339000000
1985,New Hampshire,Urban,Other Principal Arterial,802000000
1985,New Hampshire,Urban,Minor Arterial,771000000
1985,New Hampshire,Urban,Major Collector,312000000
1985,New Hampshire,Urban,Local,231000000
1985,New Jersey,Rural,Interstate,1574000000
1985,New Jersey,Rural,Other Principal Arterial,1734000000
1985,New Jersey,Rural,Minor Arterial,2213000000
1985,New Jersey,Rural,Major Collector,3078000000
1985,New Jersey,Rural,Minor Collector,815000000
1985,New Jersey,Rural,Local,819000000
1985,New Jersey,Urban,Interstate,6630000000
1985,New Jersey,Urban,Other Freeways and Expressways,4637000000
1985,New Jersey,Urban,Other Principal Arterial,10290000000
1985,New Jersey,Urban,Minor Arterial,8339000000
1985,New Jersey,Urban,Major Collector,3008000000
1985,New Jersey,Urban,Local,9553000000
1985,New Mexico,Rural,Interstate,2618000000
1985,New Mexico,Rural,Other Principal Arterial,1284000000
1985,New Mexico,Rural,Minor Arterial,1371000000
1985,New Mexico,Rural,Major Collector,1291000000
